-337,-385
-409,-308
-464,-217
-498,-117
-512,-12
-503,93
-473,195
-423,288
-355,369
-272,434
-176,481
-74,507
32,511
136,494
235,455
323,397
398,322
456,233
494,135
511,30
506,-76
480,-178
433,-273
368,-356
287,-424
193,-474
92,-504
-14,-512
-119,-498
-219,-463
-309,-408
-386,-336
-447,-249
-489,-152
-510,-48
-509,58
-486,161
-443,258
-380,343
-301,414
-210,467
-109,500
-4,512
101,502
202,470
295,419
374,349
438,265
483,169
508,66
510,-40
491,-144
451,-242
392,-329
316,-403
226,-459
127,-496
22,-512
-83,-505
-185,-477
-280,-429
-362,-362
-429,-280
-477,-186
-505,-84
-512,22
-496,126
-460,226
-403,315
-330,392
-242,451
-144,491
-40,510
65,508
169,483
264,439
349,375
418,295
470,203
502,102
512,-4
500,-109
467,-209
414,-301
343,-380
258,-442
162,-486
58,-509
-48,-510
-151,-489
-249,-448
-335,-387
-408,-310
-463,-219
-498,-119
-512,-14
-504,91
-474,193
-425,286
-357,367
-274,433
-179,480
-76,506
30,511
134,494
233,456
322,398
397,324
